employee_id,branch_id,first_name,last_name,role,hire_date,email,phone
903,285,Richard,Davis,Branch Manager,2023-03-14,richard.davis903@bank.example.com,9958754554
904,813,Mary,Jones,Operations,2023-10-21,mary.jones904@bank.example.com,6549781341
905,276,Robert,Davis,Credit Analyst,2018-03-14,robert.davis905@bank.example.com,8337397913
906,922,Mary,Williams,Branch Manager,2021-04-07,mary.williams906@bank.example.com,7879985005
907,227,Susan,Moore,Underwriter,2015-12-14,susan.moore907@bank.example.com,7537956588
908,97,Karen,Smith,Underwriter,2024-05-20,karen.smith908@bank.example.com,7942783329
909,336,Karen,Williams,Branch Manager,2019-04-05,karen.williams909@bank.example.com,7307512965
910,124,William,Gonzalez,Clerk,2011-08-04,william.gonzalez910@bank.example.com,6115542261
911,217,Karen,Garcia,Branch Manager,2022-06-05,karen.garcia911@bank.example.com,9686571575
912,469,Barbara,Williams,Clerk,2024-02-06,barbara.williams912@bank.example.com,7698457242
913,903,Barbara,Wilson,Clerk,2008-02-22,barbara.wilson913@bank.example.com,9730409776
914,113,Richard,Johnson,Credit Analyst,2013-08-10,richard.johnson914@bank.example.com,7057991730
915,389,Jessica,Jones,Branch Manager,2006-06-29,jessica.jones915@bank.example.com,8437873481
916,753,Charles,Lopez,Collections Officer,2013-07-22,charles.lopez916@bank.example.com,9838102604
917,365,Karen,Hernandez,Credit Analyst,2021-12-31,karen.hernandez917@bank.example.com,6678393194
918,702,Jennifer,Thomas,Underwriter,2013-06-05,jennifer.thomas918@bank.example.com,9654191910
919,306,William,Williams,Credit Analyst,2006-01-04,william.williams919@bank.example.com,6113068487
920,332,Michael,Moore,Loan Officer,2009-01-05,michael.moore920@bank.example.com,9190950682
921,66,David,Hernandez,Collections Officer,2021-03-12,david.hernandez921@bank.example.com,6894582691
922,948,William,Martinez,Collections Officer,2010-09-27,william.martinez922@bank.example.com,9758117125
923,493,Sarah,Gonzalez,Branch Manager,2009-01-19,sarah.gonzalez923@bank.example.com,8291129201
924,587,Sarah,Davis,Loan Officer,2011-09-30,sarah.davis924@bank.example.com,8013575102
925,68,Linda,Davis,Clerk,2013-02-06,linda.davis925@bank.example.com,7185382334
926,383,Richard,Williams,Collections Officer,2015-10-26,richard.williams926@bank.example.com,7255894433
927,153,Charles,Miller,Clerk,2007-01-31,charles.miller927@bank.example.com,6491587815
928,469,William,Jackson,Credit Analyst,2016-08-06,william.jackson928@bank.example.com,8003845842
929,219,Charles,Hernandez,Loan Officer,2008-01-03,charles.hernandez929@bank.example.com,9757446006
930,15,James,Martinez,Credit Analyst,2012-03-24,james.martinez930@bank.example.com,7225847667
931,508,Linda,Anderson,Collections Officer,2014-10-08,linda.anderson931@bank.example.com,7825042775
932,199,Patricia,Taylor,Loan Officer,2020-08-31,patricia.taylor932@bank.example.com,8269187912
933,53,Barbara,Taylor,Loan Officer,2007-03-30,barbara.taylor933@bank.example.com,9105633558
934,989,Sarah,Thomas,Branch Manager,2006-12-04,sarah.thomas934@bank.example.com,7340115057
935,87,Michael,Jackson,Clerk,2007-01-25,michael.jackson935@bank.example.com,6278841795
936,444,William,Davis,Underwriter,2016-12-30,william.davis936@bank.example.com,7771900786
937,968,Jennifer,Brown,Operations,2005-05-02,jennifer.brown937@bank.example.com,8086861207
938,562,Sarah,Williams,Underwriter,2007-03-09,sarah.williams938@bank.example.com,6194722276
939,647,Karen,Gonzalez,Credit Analyst,2012-03-07,karen.gonzalez939@bank.example.com,7817822092
940,339,Elizabeth,Jones,Operations,2015-03-10,elizabeth.jones940@bank.example.com,9603260804
941,658,Mary,Wilson,Credit Analyst,2019-08-14,mary.wilson941@bank.example.com,9598549414
942,885,James,Jones,Underwriter,2023-06-09,james.jones942@bank.example.com,8483290169
943,947,Michael,Davis,Operations,2021-03-08,michael.davis943@bank.example.com,6309675734
944,184,Barbara,Rodriguez,Collections Officer,2021-09-01,barbara.rodriguez944@bank.example.com,6842569234
945,35,James,Gonzalez,Loan Officer,2009-02-21,james.gonzalez945@bank.example.com,6838539452
946,982,Mary,Garcia,Credit Analyst,2014-09-07,mary.garcia946@bank.example.com,9754998534
947,932,David,Hernandez,Collections Officer,2005-06-04,david.hernandez947@bank.example.com,8900306028
948,173,David,Jones,Clerk,2021-08-14,david.jones948@bank.example.com,6410497666
949,808,Patricia,Martinez,Branch Manager,2005-08-12,patricia.martinez949@bank.example.com,7733946259
950,38,Susan,Thomas,Loan Officer,2012-01-25,susan.thomas950@bank.example.com,6323788422
951,757,William,Hernandez,Credit Analyst,2017-09-14,william.hernandez951@bank.example.com,6608457286
952,881,James,Brown,Underwriter,2014-07-09,james.brown952@bank.example.com,9834703369
953,870,Linda,Miller,Collections Officer,2016-08-25,linda.miller953@bank.example.com,6604085098
954,874,Robert,Jones,Branch Manager,2011-03-27,robert.jones954@bank.example.com,6160452507
955,238,Mary,Hernandez,Operations,2018-03-03,mary.hernandez955@bank.example.com,6560457603
956,49,Jennifer,Garcia,Clerk,2013-06-22,jennifer.garcia956@bank.example.com,6600600268
957,984,James,Brown,Collections Officer,2021-07-31,james.brown957@bank.example.com,8636891822
958,117,Mary,Williams,Operations,2009-08-29,mary.williams958@bank.example.com,7099623214
959,215,Sarah,Martinez,Branch Manager,2017-12-01,sarah.martinez959@bank.example.com,6433915170
960,658,Michael,Davis,Branch Manager,2013-02-26,michael.davis960@bank.example.com,6779688891
961,979,Thomas,Gonzalez,Loan Officer,2022-11-13,thomas.gonzalez961@bank.example.com,6922031768
962,751,Jennifer,Davis,Credit Analyst,2010-09-14,jennifer.davis962@bank.example.com,7441112099
963,342,Susan,Martinez,Branch Manager,2009-11-10,susan.martinez963@bank.example.com,7306869542
964,410,Jennifer,Taylor,Clerk,2022-04-30,jennifer.taylor964@bank.example.com,9453829063
965,454,Elizabeth,Martin,Underwriter,2022-10-15,elizabeth.martin965@bank.example.com,6021374018
966,598,Jennifer,Rodriguez,Credit Analyst,2014-08-24,jennifer.rodriguez966@bank.example.com,7844253694
967,179,Michael,Rodriguez,Collections Officer,2006-03-23,michael.rodriguez967@bank.example.com,9133962488
968,254,Charles,Lopez,Underwriter,2021-10-30,charles.lopez968@bank.example.com,7949129443
969,284,Jessica,Davis,Collections Officer,2017-11-06,jessica.davis969@bank.example.com,8362861077
970,637,Barbara,Garcia,Underwriter,2023-08-17,barbara.garcia970@bank.example.com,6996661516
971,855,Barbara,Gonzalez,Operations,2007-01-25,barbara.gonzalez971@bank.example.com,7437131885
972,983,Jennifer,Gonzalez,Underwriter,2013-04-27,jennifer.gonzalez972@bank.example.com,9496421746
973,868,David,Jackson,Loan Officer,2011-01-01,david.jackson973@bank.example.com,8095623163
974,379,Richard,Garcia,Operations,2010-07-11,richard.garcia974@bank.example.com,9746660796
975,635,Thomas,Johnson,Underwriter,2014-05-05,thomas.johnson975@bank.example.com,7289118584
976,485,Patricia,Rodriguez,Operations,2013-04-15,patricia.rodriguez976@bank.example.com,6941351585
977,870,Linda,Gonzalez,Credit Analyst,2020-08-27,linda.gonzalez977@bank.example.com,7592874896
978,900,Jennifer,Martinez,Underwriter,2022-06-09,jennifer.martinez978@bank.example.com,7163055314
979,737,Richard,Wilson,Clerk,2019-12-17,richard.wilson979@bank.example.com,7002124286
980,575,David,Miller,Credit Analyst,2020-09-03,david.miller980@bank.example.com,8960949466
981,781,Susan,Jones,Collections Officer,2022-03-07,susan.jones981@bank.example.com,8476421166
982,766,Sarah,Hernandez,Branch Manager,2008-06-16,sarah.hernandez982@bank.example.com,7243977646
983,506,Michael,Gonzalez,Credit Analyst,2008-05-19,michael.gonzalez983@bank.example.com,7279085185
984,487,Patricia,Hernandez,Loan Officer,2008-07-07,patricia.hernandez984@bank.example.com,8752874888
985,974,Joseph,Wilson,Branch Manager,2021-09-16,joseph.wilson985@bank.example.com,8685627638
986,332,Sarah,Davis,Clerk,2009-10-07,sarah.davis986@bank.example.com,8831880721
987,562,Elizabeth,Wilson,Clerk,2016-03-21,elizabeth.wilson987@bank.example.com,9217286588
988,685,Susan,Davis,Credit Analyst,2005-08-03,susan.davis988@bank.example.com,7773644476
989,749,Patricia,Gonzalez,Credit Analyst,2008-04-20,patricia.gonzalez989@bank.example.com,7271461065
990,605,Charles,Thomas,Collections Officer,2010-04-21,charles.thomas990@bank.example.com,8645318090
991,807,Karen,Moore,Collections Officer,2006-09-25,karen.moore991@bank.example.com,7783616427
992,882,Patricia,Lopez,Branch Manager,2020-02-11,patricia.lopez992@bank.example.com,8147883369
993,404,John,Brown,Operations,2016-07-23,john.brown993@bank.example.com,8816548023
994,91,Michael,Anderson,Loan Officer,2010-06-29,michael.anderson994@bank.example.com,6099305765
995,486,Jessica,Miller,Branch Manager,2013-07-07,jessica.miller995@bank.example.com,6253105537
996,794,Jessica,Garcia,Operations,2022-05-06,jessica.garcia996@bank.example.com,6017467311
997,550,Patricia,Rodriguez,Credit Analyst,2014-07-03,patricia.rodriguez997@bank.example.com,9498329203
998,926,Jessica,Moore,Collections Officer,2005-06-06,jessica.moore998@bank.example.com,8387709507
999,750,Robert,Gonzalez,Clerk,2017-11-14,robert.gonzalez999@bank.example.com,6893380803
1000,126,Patricia,Jones,Clerk,2013-12-07,patricia.jones1000@bank.example.com,9366199280
